name,max_temp,min_temp
lomatium dasycarpum,79.4,39.4
lomatium dasycarpum ssp. dasycarpum,79.4,39.4
lomatium dasycarpum ssp. tomentosum,79.4,39.4
lomatium dissectum,80,60
lomatium dissectum var. dissectum,80,60
lomatium dissectum var. multifidum,80,60
lomatium donnellii,68.3,28.3
lomatium eastwoodiae,65.1,25.1
lomatium engelmannii,68.4,28.4
lomatium erythrocarpum,68.4,28.4
lomatium farinosum,68.3,28.3
lomatium farinosum var. farinosum,68.3,28.3
lomatium farinosum var. hambleniae,68.3,28.3
lomatium foeniculaceum,80,60
lomatium foeniculaceum ssp. daucifolium,84.8,44.8
lomatium foeniculaceum ssp. fimbriatum,68.6,28.6
lomatium foeniculaceum ssp. foeniculaceum,80,60
lomatium foeniculaceum ssp. inyoense,69.9,29.9
lomatium foeniculaceum ssp. macdougalii,62,22
lomatium geyeri,80,60
lomatium gormanii,68.3,28.3
lomatium graveolens,62,22
lomatium graveolens var. alpinum,68.6,28.6
lomatium graveolens var. graveolens,62,22
lomatium grayi,80,60
lomatium grayi var. depauperatum,68.6,28.6
lomatium grayi var. grayi,80,60
lomatium greenmanii,68.4,28.4
lomatium hallii,68.3,28.3
lomatium hendersonii,68.4,28.4
lomatium hooveri,79.4,39.4
lomatium howellii,68.4,28.4
lomatium idahoense,68.4,28.4
lomatium insulare,79.4,39.4
lomatium junceum,68.6,28.6
lomatium juniperinum,62,22
lomatium laevigatum,68.3,28.3
lomatium latilobum,68.6,28.6
lomatium lucidum,79.4,39.4
lomatium macrocarpum,80,60
lomatium marginatum,79.4,39.4
lomatium marginatum var. marginatum,79.4,39.4
lomatium marginatum var. purpureum,79.4,39.4
lomatium martindalei,80,60
lomatium minimum,68.6,28.6
lomatium minus,68.4,28.4
lomatium mohavense,79.4,39.4
lomatium mohavense ssp. longilobum,79.4,39.4
lomatium mohavense ssp. mohavense,79.4,39.4
lomatium nevadense,68.6,28.6
lomatium nevadense var. nevadense,68.6,28.6
lomatium nevadense var. parishii,68.6,28.6
lomatium nudicaule,80,60
lomatium nuttallii,62,22
lomatium observatorium,79.4,39.4
lomatium oreganum,68.4,28.4
lomatium orientale,80,60
lomatium packardiae,68.4,28.4
lomatium parryi,68.6,28.6
lomatium parvifolium,79.4,39.4
lomatium peckianum,68.4,28.4
lomatium piperi,68.3,28.3
lomatium quintuplex,68.3,28.3
lomatium ravenii,68.6,28.6
lomatium repostum,79.4,39.4
lomatium rigidum,79.4,39.4
lomatium rollinsii,68.3,28.3
lomatium roseanum,68.4,28.4
lomatium salmoniflorum,68.3,28.3
lomatium sandbergii,80,60
lomatium scabrum,68.6,28.6
lomatium scabrum var. scabrum,68.6,28.6
lomatium scabrum var. tripinnatum,68.6,28.6
lomatium serpentinum,68.3,28.3
lomatium shevockii,79.4,39.4
lomatium simplex,80,60
lomatium simplex var. leptophyllum,80,60
lomatium simplex var. simplex,80,60
lomatium stebbinsii,79.4,39.4
lomatium suksdorfii,68.3,28.3
lomatium thompsonii,68.3,28.3
lomatium torreyi,79.4,39.4
lomatium tracyi,68.4,28.4
lomatium triternatum,80,60
lomatium triternatum var. anomalum,62,22
lomatium triternatum var. brevifolium,68.3,28.3
lomatium triternatum var. macrocarpum,80,60
lomatium triternatum var. triternatum,80,60
lomatium tuberosum,68.3,28.3
lomatium utriculatum,80,60
lomatium vaginatum,68.4,28.4
lomatium watsonii,68.3,28.3
lomatogonium,80,60
lomatogonium rotatum,80,60
lonchitis,80,60
lonchitis hirsuta,80,60
lonchocarpus,80,60
lonchocarpus domingensis,80,60
lonchocarpus glaucifolius,80,60
lonchocarpus heptaphyllus,80,60
lonchocarpus punctatus,90.7,50.7
lonicera,80,60
lonicera albiflora,84.8,44.8
lonicera arizonica,68.6,28.6
lonicera ×bella,80,60
lonicera caerulea,80,60
lonicera caerulea var. cauriana,80,60
lonicera canadensis,80,60
lonicera caprifolium,80,60
lonicera chrysantha,80,60
lonicera ciliosa,80,60
lonicera conjugialis,68.3,28.3
lonicera dioica,80,60
lonicera emphyllocalyx,80,60
lonicera etrusca,80,60
lonicera flava,77.6,37.6
lonicera fragrantissima,75.1,35.1
lonicera ×heckrottii,71.8,31.8
lonicera hirsuta,80,60
lonicera hispidula,80,60
lonicera hispidula var. hispidula,80,60
lonicera hispidula var. vacillans,80,60
lonicera interrupta,68.4,28.4
lonicera involucrata,80,60
lonicera involucrata var. involucrata,80,60
lonicera involucrata var. ledebourii,68.4,28.4
lonicera japonica,80,60
lonicera korolkowii,63.8,23.8
lonicera maackii,80,60
lonicera ×minutiflora,62,22
lonicera morrowii,80,60
lonicera ×notha,63.1,23.1
lonicera oblongifolia,80,60
lonicera periclymenum,80,60
lonicera pileata,68.3,28.3
lonicera reticulata,80,60
lonicera ruprechtiana,70.7,30.7
lonicera ×salicifolia,70.7,30.7
lonicera sempervirens,80,60
lonicera standishii,75.1,35.1
lonicera subspicata,79.4,39.4
lonicera subspicata var. denudata,79.4,39.4
lonicera subspicata var. johnstonii,79.4,39.4
lonicera subspicata var. subspicata,79.4,39.4
lonicera tatarica,80,60
lonicera utahensis,80,60
lonicera villosa,80,60
lonicera villosa var. calvescens,80,60
lonicera villosa var. fulleri,67.9,27.9
lonicera villosa var. solonis,80,60
lonicera villosa var. tonsa,80,60
lonicera villosa var. villosa,80,60
lonicera ×xylosteoides,80,60
lonicera xylosteum,80,60
lophiola,80,60
lophiola aurea,80,60
lophophora,84.8,44.8
lophophora williamsii,84.8,44.8
lophosoria,80,60
lophosoria quadripinnata,80,60
lophospermum,80,60
lophospermum erubescens,80,60
lophostemon,90,50
lophostemon confertus,90,50
lotononis,90.7,50.7
lotononis bainesii,90.7,50.7
lotus,80,60
lotus aboriginus,68.3,28.3
lotus alamosanus,80.3,40.3
lotus angustissimus,79.4,39.4
lotus argophyllus,79.4,39.4
lotus argophyllus var. adsurgens,79.4,39.4
lotus argophyllus var. argenteus,79.4,39.4
lotus argophyllus var. argophyllus,79.4,39.4
lotus argophyllus var. fremontii,79.4,39.4
lotus argophyllus var. niveus,79.4,39.4
lotus argyraeus,69.9,29.9
lotus argyraeus var. argyraeus,79.4,39.4
lotus argyraeus var. multicaulis,69.9,29.9
lotus argyraeus var. notitius,79.4,39.4
lotus benthamii,79.4,39.4
lotus corniculatus,80,60
lotus corniculatus var. corniculatus,80,60
lotus crassifolius,68.3,28.3
lotus crassifolius var. crassifolius,68.3,28.3
lotus crassifolius var. otayensis,79.4,39.4
lotus dendroideus,79.4,39.4
lotus dendroideus var. dendroideus,79.4,39.4
lotus dendroideus var. traskiae,79.4,39.4
lotus dendroideus var. veatchii,79.4,39.4
lotus denticulatus,80,60
lotus formosissimus,80,60
lotus glaber,80,60
lotus grandiflorus,79.4,39.4
lotus grandiflorus var. grandiflorus,79.4,39.4
lotus grandiflorus var. macranthus,79.4,39.4
lotus greenei,73.4,33.4
lotus hamatus,79.4,39.4
lotus haydonii,79.4,39.4
lotus heermannii,79.4,39.4
lotus heermannii var. heermannii,79.4,39.4
lotus heermannii var. orbicularis,79.4,39.4
lotus humistratus,68.6,28.6
lotus incanus,79.4,39.4
lotus junceus,79.4,39.4
lotus junceus var. biolettii,79.4,39.4
lotus junceus var. junceus,79.4,39.4
lotus mearnsii,80.3,40.3
lotus mearnsii var. equisolensis,80.3,40.3
lotus mearnsii var. mearnsii,80.3,40.3
lotus micranthus,80,60
lotus nevadensis,80,60
lotus nevadensis var. davidsonii,79.4,39.4
lotus nevadensis var. douglasii,80,60
lotus nevadensis var. nevadensis,69.9,29.9
lotus nuttallianus,79.4,39.4
lotus oblongifolius,68.4,28.4
lotus oblongifolius var. cupreus,79.4,39.4
lotus oblongifolius var. oblongifolius,68.4,28.4
lotus parviflorus,68.3,28.3
lotus pedunculatus,80,60
lotus pinnatus,80,60
lotus plebeius,68.6,28.6
lotus procumbens,79.4,39.4
lotus procumbens var. jepsonii,79.4,39.4
lotus procumbens var. procumbens,79.4,39.4
lotus rigidus,68.6,28.6
lotus rubriflorus,79.4,39.4
lotus salsuginosus,69.9,29.9
lotus salsuginosus var. brevivexillus,69.9,29.9
lotus salsuginosus var. salsuginosus,79.4,39.4
lotus scoparius,79.4,39.4
lotus scoparius var. brevialatus,79.4,39.4
lotus scoparius var. scoparius,79.4,39.4
lotus stipularis,68.4,28.4
lotus stipularis var. ottleyi,79.4,39.4
lotus stipularis var. stipularis,68.4,28.4
lotus strigosus,69.9,29.9
lotus strigosus var. hirtellus,79.4,39.4
lotus strigosus var. strigosus,69.9,29.9
lotus strigosus var. tomentellus,69.9,29.9
lotus subbiflorus,90,50
lotus unifoliolatus,80,60
lotus unifoliolatus var. helleri,75.1,35.1
lotus unifoliolatus var. unifoliolatus,80,60
lotus utahensis,68.6,28.6
lotus wrangelianus,68.4,28.4
lotus wrightii,68.6,28.6
lotus yollabolliensis,79.4,39.4
lucya,80,60
lucya tetrandra,80,60
ludwigia,80,60
ludwigia alata,75.1,35.1
ludwigia alternifolia,80,60
ludwigia arcuata,82.4,42.4
ludwigia bonariensis,82.4,42.4
ludwigia brevipes,75.1,35.1
ludwigia curtissii,90.7,50.7
ludwigia decurrens,80,60
ludwigia erecta,80,60
ludwigia glandulosa,75.1,35.1
ludwigia glandulosa ssp. brachycarpa,84.8,44.8
ludwigia glandulosa ssp. glandulosa,75.1,35.1
ludwigia grandiflora,71.8,31.8
ludwigia grandiflora ssp. grandiflora,71.8,31.8
ludwigia grandiflora ssp. hexapetala,77.6,37.6
ludwigia hirtella,75.1,35.1
ludwigia ×lacustris,70.1,30.1
ludwigia lanceolata,82.4,42.4
ludwigia leptocarpa,80,60
ludwigia linearis,75.1,35.1
ludwigia linifolia,82.4,42.4
ludwigia longifolia,90.7,50.7
ludwigia maritima,82.4,42.4
ludwigia microcarpa,84.8,44.8
ludwigia octovalvis,80,60
ludwigia octovalvis ssp. octovalvis,80,60
ludwigia octovalvis ssp. sessiliflora,82.4,42.4
ludwigia palustris,80,60
ludwigia peploides,80,60
ludwigia peploides ssp. glabrescens,80,60
ludwigia peploides ssp. montevidensis,86.4,46.4
ludwigia peploides ssp. peploides,84.8,44.8
ludwigia peruviana,80,60
ludwigia pilosa,75.1,35.1
ludwigia polycarpa,80,60
ludwigia ravenii,75.1,35.1
ludwigia repens,75.1,35.1
ludwigia simpsonii,83.4,43.4
ludwigia spathulata,82.4,42.4
ludwigia sphaerocarpa,75.1,35.1
ludwigia suffruticosa,82.4,42.4
ludwigia virgata,75.1,35.1
luehea,80,60
luehea speciosa,80,60
luetkea,80,60
luetkea pectinata,80,60
luffa,80,60
luffa acutangula,80,60
luffa aegyptiaca,80,60
luina,80,60
luina hypoleuca,80,60
luina serpentina,68.4,28.4
lunania,80,60
lunania ekmanii,80,60
lunaria,80,60
lunaria annua,80,60
lunaria rediviva,75.1,35.1
lupinus,80,60
lupinus abramsii,79.4,39.4
lupinus adsurgens,68.4,28.4
lupinus adsurgens var. adsurgens,68.4,28.4
lupinus adsurgens var. lilacinus,79.4,39.4
lupinus adsurgens var. undulatus,79.4,39.4
lupinus affinis,68.4,28.4
lupinus agardhianus,79.4,39.4
lupinus albicaulis,68.3,28.3
lupinus albicaulis var. albicaulis,68.3,28.3
lupinus albicaulis var. shastensis,68.4,28.4
lupinus albifrons,68.4,28.4
lupinus albifrons var. albifrons,79.4,39.4
lupinus albifrons var. collinus,79.4,39.4
lupinus albifrons var. douglasii,79.4,39.4
lupinus albifrons var. eminens,68.4,28.4
lupinus albifrons var. flumineus,68.4,28.4
lupinus albus,67.9,27.9
lupinus ×alpestris,62,22
lupinus alpicola,68.3,28.3
lupinus ammophilus,68.6,28.6
lupinus amphibius,68.3,28.3
lupinus andersonii,69.9,29.9
lupinus angustiflorus,79.4,39.4
lupinus angustifolius,80,60
lupinus antoninus,79.4,39.4
lupinus apertus,69.9,29.9
lupinus arboreus,80,60
lupinus arbustus,80,60
lupinus arbustus ssp. arbustus,68.3,28.3
lupinus arbustus ssp. arbustus var. arbustus,68.3,28.3
lupinus arbustus ssp. arbustus var. montanus,68.3,28.3
lupinus arbustus ssp. calcaratus,68.3,28.3
lupinus arbustus ssp. neolaxiflorus,80,60
lupinus arbustus ssp. pseudoparviflorus,80,60
lupinus arbustus ssp. silvicola,68.3,28.3
lupinus arcticus,80,60
lupinus arcticus ssp. arcticus,80,60
lupinus arcticus ssp. subalpinus,80,60
lupinus argenteus,80,60
lupinus argenteus ssp. argenteus,80,60
lupinus argenteus ssp. argenteus var. argenteus,62,22
lupinus argenteus ssp. argenteus var. laxiflorus,80,60
lupinus argenteus ssp. ingratus,68.6,28.6
lupinus argenteus ssp. moabensis,68.6,28.6
lupinus argenteus ssp. rubricaulis,62,22
lupinus argenteus ssp. spathulatus,62,22
lupinus aridus,68.3,28.3
lupinus aridus ssp. aridus,68.3,28.3
lupinus aridus ssp. ashlandensis,68.4,28.4
lupinus aridus ssp. lenorensis,64.4,24.4
lupinus aridus ssp. loloensis,64.4,24.4
lupinus arizonicus,69.9,29.9
lupinus arizonicus ssp. arizonicus,69.9,29.9
lupinus arizonicus ssp. arizonicus var. arizonicus,69.9,29.9
lupinus arizonicus ssp. arizonicus var. barbatulus,79.4,39.4
lupinus arizonicus ssp. setosissimus,79.4,39.4
lupinus arizonicus ssp. sonorensis,80.3,40.3
lupinus bakeri,73.4,33.4
lupinus bakeri ssp. amplus,65.1,25.1
lupinus bakeri ssp. bakeri,73.4,33.4
lupinus barbiger,68.6,28.6
lupinus benthamii,79.4,39.4
lupinus benthamii var. benthamii,79.4,39.4
lupinus benthamii var. opimus,79.4,39.4
lupinus bicolor,80,60
lupinus bicolor ssp. bicolor,80,60
lupinus bicolor ssp. marginatus,79.4,39.4
lupinus bicolor ssp. microphyllus,68.4,28.4
lupinus bicolor ssp. pipersmithii,79.4,39.4
lupinus bicolor ssp. tridentatus,79.4,39.4
lupinus bicolor ssp. tridentatus var. rostratus,79.4,39.4
lupinus bicolor ssp. tridentatus var. tridentatus,79.4,39.4
lupinus bicolor ssp. umbellatus,79.4,39.4
lupinus bicolor ssp. umbellatus var. trifidus,79.4,39.4
lupinus bicolor ssp. umbellatus var. umbellatus,79.4,39.4
lupinus bingenensis,80,60
lupinus bingenensis var. bingenensis,68.3,28.3
lupinus bingenensis var. dubius,68.3,28.3
lupinus bingenensis var. subsaccatus,80,60
lupinus brevicaulis,62,22
lupinus brevior,79.4,39.4
lupinus breweri,68.4,28.4
lupinus breweri var. breweri,68.4,28.4
lupinus breweri var. bryoides,79.4,39.4
lupinus breweri var. grandiflorus,79.4,39.4
lupinus breweri var. parvulus,69.9,29.9
lupinus burkei,80,60
lupinus burkei ssp. burkei,80,60
lupinus burkei ssp. caeruleomontanus,68.4,28.4
lupinus caespitosus,62,22
lupinus caespitosus var. caespitosus,62,22
lupinus caespitosus var. utahensis,62,22
lupinus caudatus,62,22
lupinus caudatus ssp. argophyllus,62,22
lupinus caudatus ssp. caudatus,62,22
lupinus caudatus ssp. cutleri,68.6,28.6
lupinus caudatus ssp. montigenus,68.4,28.4
lupinus cervinus,79.4,39.4
lupinus chamissonis,79.4,39.4
lupinus chihuahuensis,80.3,40.3
lupinus citrinus,79.4,39.4
lupinus citrinus var. citrinus,79.4,39.4
lupinus citrinus var. deflexus,79.4,39.4
lupinus concinnus,68.6,28.6
lupinus concinnus ssp. concinnus,79.4,39.4
lupinus concinnus ssp. optatus,79.4,39.4
lupinus concinnus ssp. orcuttii,68.6,28.6
lupinus confertus,69.9,29.9
lupinus congdonii,79.4,39.4
lupinus constancei,79.4,39.4
lupinus covillei,79.4,39.4
lupinus crassus,68.6,28.6
lupinus croceus,79.4,39.4
lupinus croceus var. croceus,79.4,39.4
lupinus croceus var. pilosellus,79.4,39.4
lupinus culbertsonii,79.4,39.4
lupinus culbertsonii ssp. culbertsonii,79.4,39.4
lupinus culbertsonii ssp. hypolasius,79.4,39.4
lupinus cumulicola,90.7,50.7
lupinus cusickii,68.4,28.4
lupinus cusickii ssp. abortivus,68.4,28.4
lupinus cusickii ssp. brachypodus,68.4,28.4
lupinus cusickii ssp. cusickii,68.4,28.4
lupinus ×cymba-egressus,79.4,39.4
lupinus dalesiae,79.4,39.4
lupinus densiflorus,80,60
lupinus densiflorus var. aureus,79.4,39.4
lupinus densiflorus var. austrocollium,79.4,39.4
lupinus densiflorus var. densiflorus,80,60
lupinus densiflorus var. glareosus,79.4,39.4
lupinus densiflorus var. lacteus,79.4,39.4
lupinus densiflorus var. palustris,79.4,39.4
lupinus depressus,62,22
lupinus diffusus,82.4,42.4
lupinus duranii,79.4,39.4
lupinus elatus,79.4,39.4
lupinus elmeri,79.4,39.4
lupinus evermannii,62,22
lupinus excubitus,69.9,29.9
lupinus excubitus var. austromontanus,79.4,39.4
lupinus excubitus var. excubitus,69.9,29.9
lupinus excubitus var. hallii,69.9,29.9
lupinus excubitus var. johnstonii,79.4,39.4
lupinus excubitus var. medius,79.4,39.4
lupinus eximius,79.4,39.4
lupinus fissicalyx,68.4,28.4
lupinus flavoculatus,68.6,28.6
lupinus formosus,79.4,39.4
lupinus formosus var. formosus,79.4,39.4
lupinus formosus var. robustus,79.4,39.4
lupinus fulcratus,69.9,29.9
lupinus garfieldensis,68.3,28.3
lupinus gormanii,68.4,28.4
lupinus gracilentus,79.4,39.4
lupinus grayi,68.4,28.4
lupinus guadalupensis,79.4,39.4
lupinus havardii,84.8,44.8
lupinus hillii,73.4,33.4
lupinus hillii var. arizonicus,73.4,33.4
lupinus hillii var. hillii,80.3,40.3
lupinus hillii var. osterhoutianus,73.4,33.4
lupinus hirsutissimus,79.4,39.4
lupinus holmgrenianus,69.9,29.9
lupinus holosericeus,69.9,29.9
lupinus horizontalis,79.4,39.4
lupinus horizontalis var. horizontalis,79.4,39.4
lupinus horizontalis var. platypetalus,79.4,39.4
lupinus huachucanus,80.3,40.3
lupinus hyacinthinus,79.4,39.4
lupinus hybridus,90,50
lupinus ×inyoensis,68.4,28.4
lupinus johannis-howellii,68.4,28.4
lupinus jonesii,68.6,28.6
lupinus kingii,68.6,28.6
lupinus kingii var. argillaceus,68.6,28.6
lupinus kingii var. kingii,68.6,28.6
lupinus kuschei,80,60
lupinus lapidicola,79.4,39.4
lupinus latifolius,68.3,28.3
lupinus latifolius ssp. dudleyi,79.4,39.4
lupinus latifolius ssp. latifolius,68.3,28.3
lupinus latifolius ssp. leucanthus,68.6,28.6
lupinus latifolius ssp. longipes,69.9,29.9
lupinus latifolius ssp. parishii,79.4,39.4
lupinus latifolius ssp. viridifolius,68.4,28.4
lupinus latifolius ssp. viridifolius var. barbatus,68.4,28.4
lupinus latifolius ssp. viridifolius var. viridifolius,68.4,28.4
lupinus lemmonii,80.3,40.3
lupinus lepidus,80,60
lupinus leucophyllus,80,60
lupinus leucophyllus ssp. erectus,62,22
lupinus leucophyllus ssp. leucophyllus,80,60
lupinus leucophyllus ssp. leucophyllus var. belliae,68.3,28.3
lupinus leucophyllus ssp. leucophyllus var. canescens,68.3,28.3
lupinus leucophyllus ssp. leucophyllus var. leucophyllus,80,60
lupinus littoralis,80,60
lupinus longifolius,79.4,39.4
lupinus ludovicianus,79.4,39.4
lupinus luteolus,68.4,28.4
lupinus lutescens,68.3,28.3
lupinus luteus,90.7,50.7
lupinus lyallii,80,60
lupinus lyallii ssp. alcis-temporis,64.4,24.4
lupinus lyallii ssp. lyallii,80,60
lupinus lyallii ssp. lyallii var. danaus,69.9,29.9
lupinus lyallii ssp. lyallii var. fruticulosus,68.4,28.4
lupinus lyallii ssp. lyallii var. lyallii,80,60
lupinus lyallii ssp. lyallii var. macroflorus,68.3,28.3
lupinus lyallii ssp. lyallii var. roguensis,68.4,28.4
lupinus lyallii ssp. lyallii var. villosus,68.4,28.4
lupinus lyallii ssp. minutifolius,68.4,28.4
lupinus lyallii ssp. subpandens,68.4,28.4
lupinus lyallii ssp. washoensis,69.9,29.9
lupinus maculatus,68.6,28.6
lupinus magnificus,79.4,39.4
lupinus magnificus var. glarecola,79.4,39.4
lupinus magnificus var. hesperius,79.4,39.4
lupinus magnificus var. magnificus,79.4,39.4
lupinus malacophyllus,69.9,29.9
lupinus meionanthus,69.9,29.9
lupinus minimus,80,60
lupinus mollis,68.3,28.3
lupinus monticola,62,22
lupinus nanus,69.9,29.9
lupinus nanus ssp. latifolius,79.4,39.4
lupinus nanus ssp. menkerae,69.9,29.9
lupinus nanus ssp. nanus,79.4,39.4
lupinus neomexicanus,73.4,33.4
lupinus nevadensis,68.4,28.4
lupinus nipomensis,79.4,39.4
lupinus nootkatensis,80,60
lupinus nootkatensis var. fruticosus,80,60
lupinus nootkatensis var. nootkatensis,80,60
lupinus obtusilobus,69.9,29.9
lupinus odoratus,69.9,29.9
lupinus odoratus var. odoratus,69.9,29.9
lupinus odoratus var. pilosellus,79.4,39.4
lupinus onustus,68.4,28.4
lupinus oreganus,80,60
lupinus oreganus var. kincaidii,80,60
lupinus oreganus var. oreganus,68.4,28.4
lupinus ornatus,68.3,28.3
lupinus pachylobus,79.4,39.4
lupinus padre-crowleyi,79.4,39.4
lupinus pallidus,79.4,39.4
lupinus palmeri,68.6,28.6
lupinus parviflorus,62,22
lupinus parviflorus ssp. floribundus,65.1,25.1
lupinus parviflorus ssp. myrianthus,68.6,28.6
lupinus parviflorus ssp. myrianthus var. fulvomaculatus,68.6,28.6
lupinus parviflorus ssp. myrianthus var. myrianthus,73.4,33.4
lupinus parviflorus ssp. parviflorus,62,22
lupinus peirsonii,79.4,39.4
lupinus perennis,80,60
lupinus perennis ssp. gracilis,84.8,44.8
lupinus perennis ssp. perennis,80,60
lupinus perennis ssp. perennis var. occidentalis,63.1,23.1
lupinus perennis ssp. perennis var. perennis,80,60
lupinus plattensis,62,22
lupinus polycarpus,80,60
lupinus polyphyllus,80,60
lupinus polyphyllus ssp. bernardinus,68.4,28.4
lupinus polyphyllus ssp. polyphyllus,80,60
lupinus polyphyllus ssp. polyphyllus var. grandifolius,79.4,39.4
lupinus polyphyllus ssp. polyphyllus var. pallidipes,80,60
lupinus polyphyllus ssp. polyphyllus var. polyphyllus,80,60
lupinus polyphyllus ssp. superbus,68.4,28.4
lupinus pratensis,79.4,39.4
lupinus pratensis var. eriostachyus,79.4,39.4
lupinus pratensis var. pratensis,79.4,39.4
lupinus prunophilus,62,22
lupinus punto-reyesensis,79.4,39.4
lupinus purpurascens,79.4,39.4
lupinus pusillus,80,60
lupinus pusillus ssp. intermontanus,62,22
lupinus pusillus ssp. pusillus,80,60
lupinus pusillus ssp. rubens,68.6,28.6
lupinus rivularis,80,60
lupinus roseolus,62,22
lupinus ruber,79.4,39.4
lupinus sabinianus,68.3,28.3
lupinus saxosus,68.3,28.3
lupinus saxosus var. saxosus,68.3,28.3
lupinus saxosus var. subsericeus,68.3,28.3
lupinus sellulus,68.3,28.3
lupinus sellulus ssp. sellulus,68.3,28.3
lupinus sellulus ssp. sellulus var. artulus,68.4,28.4
lupinus sellulus ssp. sellulus var. lobbii,68.3,28.3
lupinus sellulus ssp. sellulus var. medius,68.4,28.4
lupinus sellulus ssp. sellulus var. sellulus,69.9,29.9
lupinus sellulus ssp. ursinus,68.4,28.4
lupinus sericatus,79.4,39.4
lupinus sericeus,80,60
lupinus sericeus ssp. huffmanii,68.6,28.6
lupinus sericeus ssp. marianus,68.6,28.6
lupinus sericeus ssp. sericeus,80,60
lupinus sericeus ssp. sericeus var. egglestonianus,80,60
lupinus sericeus ssp. sericeus var. flexuosus,80,60
lupinus sericeus ssp. sericeus var. maximus,68.3,28.3
lupinus sericeus ssp. sericeus var. sericeus,80,60
lupinus sericeus ssp. sericeus var. thompsonianus,68.4,28.4
lupinus sericeus ssp. sericeus var. wallowensis,68.4,28.4
lupinus shockleyi,69.9,29.9
lupinus sierrae-blancae,73.4,33.4
lupinus sierrae-blancae ssp. aquilinus,73.4,33.4
lupinus sierrae-blancae ssp. sierrae-blancae,73.4,33.4
lupinus sparsiflorus,68.6,28.6
lupinus sparsiflorus ssp. inopinatus,79.4,39.4
lupinus sparsiflorus ssp. mohavensis,68.6,28.6
lupinus sparsiflorus ssp. pondii,79.4,39.4
lupinus sparsiflorus ssp. sparsiflorus,79.4,39.4
lupinus spectabilis,79.4,39.4
lupinus stiversii,79.4,39.4
lupinus subcarnosus,84.8,44.8
lupinus sublanatus,79.4,39.4
lupinus subvexus,68.3,28.3
lupinus subvexus var. albilanatus,79.4,39.4
lupinus subvexus var. phoeniceus,79.4,39.4
lupinus subvexus var. subvexus,79.4,39.4
lupinus subvexus var. transmontanus,68.3,28.3
lupinus succulentus,79.4,39.4
lupinus suksdorfii,68.3,28.3
lupinus sulphureus,80,60
lupinus texensis,84.8,44.8
lupinus tidestromii,79.4,39.4
lupinus tidestromii var. layneae,79.4,39.4
lupinus tidestromii var. tidestromii,79.4,39.4
lupinus tracyi,68.4,28.4
lupinus truncatus,79.4,39.4
lupinus uncialis,68.4,28.4
lupinus vallicola,80,60
lupinus vallicola ssp. apricus,80,60
lupinus vallicola ssp. vallicola,69.9,29.9
lupinus versicolor,79.4,39.4
lupinus villosus,82.4,42.4
lupinus volutans,68.6,28.6
lupinus westianus,90.7,50.7
lupinus westianus var. aridorum,90.7,50.7
lupinus westianus var. westianus,90.7,50.7
lupinus wyethii,80,60
lupinus wyethii ssp. tetonensis,62,22
lupinus wyethii ssp. wyethii,80,60
luziola,84.8,44.8
luziola bahiensis,83.4,43.4
luziola fluitans,84.8,44.8
luziola peruviana,84.8,44.8
luzula,80,60
luzula acuminata,80,60
luzula acuminata ssp. acuminata,80,60
luzula acuminata ssp. carolinae,71.8,31.8
luzula alpinopilosa,46.6,6.6
luzula arctica,80,60
luzula arctica ssp. arctica,80,60
luzula arctica ssp. latifolia,46.6,6.6
luzula arcuata,80,60
luzula arcuata ssp. arcuata,80,60
luzula arcuata ssp. unalaschcensis,80,60
luzula bulbosa,71.8,31.8
luzula campestris,80,60
luzula comosa,80,60
luzula confusa,80,60
luzula congesta,62.9,22.9
luzula divaricata,69.9,29.9
luzula echinata,71.8,31.8
luzula fastigiata,80,60
luzula forsteri,68.4,28.4
luzula glabrata,80,60
luzula glabrata var. hitchcockii,80,60
luzula groenlandica,80,60
luzula groenlandica var. groenlandica,80,60
luzula hawaiiensis,90,50
luzula hawaiiensis var. glabrata,90,50
luzula hawaiiensis var. hawaiiensis,90,50
luzula hawaiiensis var. oahuensis,90,50
luzula kjellmaniana,80,60
luzula luzuloides,80,60
luzula multiflora,80,60
luzula multiflora ssp. frigida,80,60
luzula multiflora ssp. multiflora,80,60
luzula multiflora ssp. multiflora var. acadiensis,61,21
luzula multiflora ssp. multiflora var. kobayasii,46.6,6.6
luzula multiflora ssp. multiflora var. multiflora,63.1,23.1
luzula orestera,68.4,28.4
luzula pallidula,80,60
luzula parviflora,80,60
luzula piperi,80,60
luzula rufescens,80,60
luzula spicata,80,60
luzula subcapitata,65.1,25.1
luzula subcongesta,68.4,28.4
luzula wahlenbergii,80,60
lycaste,80,60
lycaste barringtoniae,80,60
lychnis,80,60
lychnis chalcedonica,80,60
lychnis coronaria,80,60
lychnis flos-cuculi,80,60
lychnis fulgens,68.8,28.8
lychnis viscaria,63.1,23.1
lycianthes,80,60
lycianthes asarifolia,84.8,44.8
lycianthes rantonnettii,79.4,39.4
lycianthes virgata,80,60
lycium,80,60
lycium andersonii,68.6,28.6
lycium andersonii var. andersonii,68.6,28.6
lycium andersonii var. deserticola,69.9,29.9
lycium andersonii var. wrightii,80.3,40.3
lycium barbarum,80,60
lycium berlandieri,84.8,44.8
lycium berlandieri var. berlandieri,84.8,44.8
lycium berlandieri var. longistylum,80.3,40.3
lycium berlandieri var. parviflorum,84.8,44.8
lycium brevipes,79.4,39.4
lycium californicum,79.4,39.4
